,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
341,805,0.1,A,39.790389,-121.5155,6,19991120,19991120,6007.0,19991120,161,100,133,28,2.1344106,0
342,806,0.1,A,39.69722222,-121.37222222,6,20060707,20060707,6007.0,20060707,389,222,306,0,3.301896,0
343,807,0.1,A,39.806769,-121.607969,6,20040515,20040515,6007.0,20040515,283,150,217,0,4.014341399999998,0
344,808,0.1,A,39.925469,-121.724111,6,20020711,20020711,6007.0,20020711,400,228,317,0,2.7377553,0
345,809,0.1,A,39.607597,-121.529211,6,20060605,20060605,6007.0,20060605,389,222,306,0,3.146073,0
346,810,0.5,B,39.777619,-121.608039,6,19990621,19990621,6007.0,19990621,322,183,256,0,3.8334675,0
347,811,0.2,A,39.866031,-121.684231,6,20041003,20041003,6007.0,20041003,311,139,228,0,1.2267456,0
348,812,0.1,A,39.850619,-121.627181,6,19991103,19991103,6007.0,19991103,239,94,167,0,1.5563078,0
349,813,0.2,A,39.821111,-121.589039,6,20020710,20020710,6007.0,20020710,422,200,311,0,2.0402138,0
350,814,0.1,A,39.850211,-121.607481,6,19990623,19990623,6007.0,19990623,378,211,294,8,2.8555295,0
351,815,0.1,A,39.821111,-121.589039,6,20020710,20020710,6007.0,20020710,422,200,311,0,2.0402138,0
352,816,50.0,C,39.7216,-121.4744,6,20010906,20010913,6007.0,20010906,317,161,239,0,3.0401704,0
353,817,1.0,B,39.481342,-121.330142,6,20070817,20070817,6007.0,20070817,389,222,306,0,3.5017939,0
354,818,0.1,A,39.510936,-121.314331,6,20070708,20070708,6007.0,20070708,389,222,306,0,2.7634997,0
355,819,0.1,A,39.806539,-121.570689,6,20030721,20030721,6007.0,20030721,400,244,322,0,3.0303342,0
356,820,4.0,B,39.698514,-121.527714,6,20060606,20060606,6007.0,20060606,389,222,306,0,4.0175557,0
357,821,0.2,A,39.806769,-121.607969,6,20031128,20031128,6007.0,20031128,128,67,100,13,4.7445636,0
358,822,0.1,A,39.607597,-121.529211,6,20060607,20060607,6007.0,20060607,389,222,306,0,4.523559,0
359,823,40.0,C,39.76388889,-121.43666667,6,20080621,20080831,6007.0,20080621,389,222,306,0,1.2453525,0
